Municipi;Explotador/s;Estat;Categoria;Denominació comercial;UTM(Y);Direcció;UTM (X);Inici d'activitat;Signatura;Hotel de ciutat;Excepcions ratio turístic;Superfície;Subgrup;Memoria descriptiva;Grup;Unitats;Places;Localitat;longitude;latitude
SES SALINES;HOTEL ES COTO SL (A07105091);Alta;5 estrelles;Boutique Hotel El Coto;4352714.08618;Carrer PRIMAVERA, 8. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;498950.210116;01/01/1966;H/1463;;;0;Allotjaments;;Hotel;50;102;Colònia De Sant Jordi;2.987820848680955;39.32383602155436
SANT LLORENÇ DES CARDASSAR;HOTELS & RESORTS BLUE SEA MANAGEMENT, SL (B57817215);Alta;3 estrelles;BLUE SEA CALA MILLOR - I;4383303.24371;Carrer CARAVEL-LES (URB. SON MORO), 4. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;532986.980109;01/01/1966;H/1471;;;;Allotjaments;;Hotel;100;193;Cala Millor;3.384207307642993;39.5988293576809
SES SALINES;HOTEL CABRERA SA (A07025364);Alta;3 estrelles;ISLA DE CABRERA;4352454.73669;ROCIO, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;499446.663245;01/01/1966;H/1474;;;;Allotjaments;;Hotel;75;144;Colònia De Sant Jordi;2.993580669839182;39.321499520540705
PALMA;ALLTOURS ESPAÑA SL (B35379841);Alta;4 estrelles;ALLSUN  HOTEL MARENA BEACH;4372991.09782;Carrer AMILCAR, 1. 07600 Platja De Palma, PALMA, Mallorca;478672.33646;01/01/1974;H/1477;;Regularització de places que finalment sha dautoritzar;0;Allotjaments;;Hotel;140;270;Platja De Palma;2.751921194609182;39.50628232601571
SANTANYÍ;HOTELES GAVIMAR SA (A07063134);Alta;3 estrelles;COSTA DEL SUR;4358380.73507;Avinguda ELS RAVELLS, 2. 07660 Cala DOr, SANTANYÍ, Mallorca;519999.653386;17/12/1968;H/1480;;;;Allotjaments;;Hotel;107;193;Cala DOr;3.2321942793843705;39.374666131598765
LLUCMAJOR;SUN CLUB EL DORADO, S.A. (A07090806);Alta;2 estrelles;SUN CLUB EL DORADO;4363204.62543;PREDIO TOLLERICH CTRA.CABO BLANCO KM. 11, S/N. 07620 LLUCMAJOR, Mallorca;478090.085545;01/10/1966;H/1482;;;;Allotjaments;;Hotel;324;660;Llucmajor;2.7454700420161617;39.41808616973128
PALMA;HOTEL EDEN PALMA PLAYA, S.L. (B64568207);Alta;3 estrelles;EDEN PALMA PLAYA;4375981.46278;Carrer POLLACRA (PLAYA DE PALMA), 1. 07610 Can Pastilla, PALMA, Mallorca;476305.012046;01/01/1966;H/1485;;;;Allotjaments;;Hotel;94;182;Can Pastilla;2.7242787546802765;39.53316483312725
CAPDEPERA;EXPLOTACIONES VAQUER SL (B07751985);Alta;4 estrelles;CAPRICHO;4395829.55427;Carrer SERRETA, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;539416.41952;01/01/1966;H/1489;;;;Allotjaments;;Hotel;135;262;Cala Rajada;3.459837694366632;39.71142029804171
PALMA;VARSOVIA HOSTELERIA SL (B07843576);Alta;;COSTA BRAVA;4380351.90964;MARTI FELIU, 16. 07002 PALMA, Mallorca;470229.328581;01/03/1956;H/149;;;;Allotjaments;;Casa dhostes;28;42;Palma;2.6533856495591546;39.5723548328
SANT LLORENÇ DES CARDASSAR;HOTEL VILLA MIEL SL (B07655921);Alta;2 estrelles;VILLA MIEL;4381682.2492;CRISTÒFOL COLOM, 92. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;527705.286424;01/01/1966;H/1492;;;;Allotjaments;;Hotel;14;28;Cala Millor;3.3226233987130405;39.584410846030025
SANT LLORENÇ DES CARDASSAR;COMPAÑIA HOTELERA BIKINI SA (A07014822);Alta;3 estrelles;BIKINI;4383312.11862;Carrer CARABELA (URBANITZACIÓ SON MORO), 9. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;532940.499363;01/01/1966;H/1493;;;;Allotjaments;;Hotel;108;208;Cala Millor;3.3836663877963438;39.59891111145175
POLLENÇA;ARRENDAMIENTOS Y EXPLOTACIONES POLLENTIA, SL (B07688591);Alta;3 estrelles;BAHIA;4417734.6969;VORA MAR, 29. 07470 POLLENÇA, Mallorca;507348.686488;09/05/1966;H/1494;;;;Allotjaments;;Hotel;34;68;Port De Pollença;3.085977626142433;39.90966647626949
ALCÚDIA;RESORTS MALLORCA HOTELS INTERNATIONAL, SL (B07993991);Alta;3 estrelles;CLUB JET TOURS ALCUDIA;;ES MORER VERMELL, S/N, S/N. 07409 ALCÚDIA, Mallorca;;10/06/1966;H/1495;;;;Allotjaments;;Hotel;163;296;Alcúdia;;
CAPDEPERA;DISTRIBUCIONS ALIMENTARIES DAQUI SL (B57070278);Alta;2 estrelles;EL GOLEA;4395829.55427;Plaça MARINES S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;539416.41952;01/01/1966;H/1496;;;;Allotjaments;;Hostal residència;23;37;Cala Rajada;3.459837694366632;39.71142029804171
SON SERVERA;ARC DE TRIOMF, SL (B17597121);Alta;4 estrelles;CATALONIA DEL MAR;4385091.51542;DEL MOLL, 15. 07559 Cala Bona, SON SERVERA, Mallorca;533621.682439;01/01/1966;H/1497;;;;Allotjaments;;Hotel;189;316;Cala Bona;3.391690452829318;39.61491737184454
FELANITX;HOTEL AMAPOLA, SL (B07027139);Alta;4 estrelles;CLUB CALA MARSAL;4362639.51993;Carrer CALA MARÇAL, 11. 07670 Portocolom, FELANITX, Mallorca;522402.163666;10/05/1966;H/1501;;;;Allotjaments;;Hotel;347;630;Portocolom;3.260229486308518;39.41298156688364
CALVIÀ;MITTENWALD SA (A07016025);Alta;3 estrelles;VALENTIN PARK CLUB HOTEL;4376937.00597;LUZ, 5, S/N. 07160 Peguera, CALVIÀ, Mallorca;452537.947012;25/03/1966;H/1510;;;;Allotjaments;;Hotel;247;469;Peguera;2.4476596073391197;39.54078944176202
SON SERVERA;INMOBILIARIA EUROTEL SA (A28257624);Alta;4 estrelles;HIPOTELS EUROTEL PUNTA ROTJA;4387468.64;COSTA DE LOS PINOS (EDIFICI EUROTEL), S/N. 07559 Costa De Son Jordi, SON SERVERA, Mallorca;535581.6;12/12/1966;H/1514;;;;Allotjaments;;Hotel;217;413;Costa De Son Jordi;3.414650639966586;39.636256399218816
LLUCMAJOR;ALCAHOTEL SL (B07747918);Alta;2 estrelles;COSTA MEDITERRANEO;4372005.15033;GIRONA, 11. 07620 Arenal (L), LLUCMAJOR, Mallorca;478998.627947;01/01/1966;H/1523;;;;Allotjaments;;Hotel;92;166;Arenal (L);2.755747613299522;39.49740648597693
SANTANYÍ;Puntetes Cala dOr, S.L. (B70858402);Alta;3 estrelles;SES PUNTETES;4358629.42711;Avinguda BENVINGUTS, 20. 07660 Cala DOr, SANTANYÍ, Mallorca;519664.666571;01/01/1966;H/1525;;;;Allotjaments;;Hotel;24;45;Cala DOr;3.2283124390327056;39.376914716844105
CALVIÀ;Jardí Blau, S.L. (B07766777);Baixa temporal;4 estrelles;H10 PUNTA NEGRA;4376851.14465;Carretera ANDRATX,KM.12- DE PUNTA NEGRA, S/N. 07181 Costa DEn Blanes, CALVIÀ, Mallorca;462318.912464;07/07/1966;H/1527;;;;Allotjaments;;Hotel;69;128;Costa DEn Blanes;2.5614870814855335;39.54050095572295
SANTANYÍ;MARGARITA CAMPS AMENGUAL;Alta;2 estrelles;ROCAMAR;4353362.20305;JUAN SEBASTIAN ELCANO,34, S/N. 07659 Cala Figuera, SANTANYÍ, Mallorca;514796.074065;03/05/1966;H/1532;;;;Allotjaments;;Hotel;42;82;Cala Figuera;3.17167076906367;39.32955015420419
PALMA;HOTEL HISPANIA SA (A07015803);Alta;4 estrelles;HISPANIA;4373409.49995;AIGUAMARINA, 3. 07600 PALMA, Mallorca;478520.51575;01/01/1967;H/1548;;;;Allotjaments;;Hotel;186;346;Platja De Palma;2.750141762458107;39.51004854976095
PALMA;ISLAND COMMUNITY, S.L. (B16534257);Alta;1 estrella;Das Hostal El Arenal;4373346.12233;Carrer RAFAEL RAMIS TUGORES, 13. 07600 Arenal (L), PALMA, Mallorca;478694.994603;02/08/1966;H/1549;;;;Allotjaments;;Hostal residència;26;50;Arenal (L);2.7521733834567925;39.509481830975574
PALMA;XEMA SA (A07101256);Alta;4 estrelles;BQ CARMEN PLAYA;4373425.21545;Carrer FERRAN ALÇAMORA, 32. 07600 Platja De Palma, PALMA, Mallorca;478737.078018;01/11/1966;H/1553;;;;Allotjaments;;Hotel;91;174;Platja De Palma;2.752660380046878;39.51019554055688
SANTANYÍ;BARLOVENTO DOR SL (B07678790);Alta;2 estrelles;DES MOLI;4358302.41892;Carrer ANDREU ROIG S/N, S/N. 07660 Cala DOr, SANTANYÍ, Mallorca;519733.213971;01/01/1968;H/1554;;;;Allotjaments;;Hostal residència;16;32;Cala DOr;3.229098657308684;39.37396657905791
ALCÚDIA;BAHIA RENTALS ENT S/PJ (E01826510);Alta;1 estrella;VISTA ALEGRE;4410112.88874;Passeig MARITIM, 10. 07410 Port DAlcúdia, ALCÚDIA, Mallorca;511626.723864;21/06/1966;H/1565;;;;Allotjaments;;Hostal residència;29;55;Port DAlcúdia;3.135893790799311;39.84094628824874
SON SERVERA;CALA BONA SA (A07033673);Alta;3 estrelles;PERGOLA;4385043.27884;ENGINYER A. GARAU, 11. 07559 Cala Bona, SON SERVERA, Mallorca;533584.451321;26/08/1966;H/1567;;;;Allotjaments;;Hotel;30;60;Cala Bona;3.391254275395967;39.61448421245119
FELANITX;CAPE COLOM HOTEL SA (A07819584);Alta;3 estrelles;CAPE COLOM HOTEL;4362518.92556;Carrer ASSUMPCIÓ, 14. 07670 Portocolom, FELANITX, Mallorca;522662.827633;01/01/1966;H/1569;;;;Allotjaments;;Hotel;119;213;Portocolom;3.2632533119788123;39.41188812416814
FELANITX;;Alta;3 estrelles;BV BELSANA;4362701.63589;Carrer CHURRUCA, S/N. 07670 Portocolom, FELANITX, Mallorca;522557.96564;26/08/1966;H/1570;;;;Allotjaments;;Hotel;76;145;Portocolom;3.2620414009769334;39.41353720791514
BANYALBUFAR;HOTEL SA COMA, CB (E57653156);Alta;3 estrelles;SA COMA;;Camí DES MOLI, 3. 07191 BANYALBUFAR, Mallorca;;01/01/1966;H/1572;;;;Allotjaments;;Hotel;32;66;Banyalbufar;;
CAPDEPERA;GRAN CAFE CORONA SL (B57960593);Alta;2 estrelles;HOSTAL PORT CORONA;4395829.55427;Passeig COLON S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;539416.41952;01/01/1967;H/1574;;;;Allotjaments;;Hostal residència;23;46;Cala Rajada;3.459837694366632;39.71142029804171
LLUCMAJOR;LUIS MIGUEL CAÑADAS VILLA;Alta;;JARDIN TORRERO;4372057.147725;EUROPA, 1. 07620 Arenal (L), LLUCMAJOR, Mallorca;478907.654982;09/09/1966;H/1581;;;;Allotjaments;;Fonda;17;26;Arenal (L);2.75468793208054;39.49787278118124
PALMA;VILADOT-IRAOLA SA (A08206005);Alta;4 estrelles;LEMAN;4374661.84764;Avinguda SON RIGO, 6. 07600 Platja De Palma, PALMA, Mallorca;477763.894633;01/04/1967;H/1593;;;0;Allotjaments;;Hotel;97;189;Platja De Palma;2.7412986628887546;39.521313536788945
CALVIÀ;HOTEL BONSOL SA (A07118367);Alta;4 estrelles Superior;VILLAS BONSOL;4376742.92513;Passeig D ILLETAS, 66. 07184 Cas Català-Illetes, CALVIÀ, Mallorca;464907.258298;01/06/1967;H/1596;;;;Allotjaments;;Hotel;53;106;Cas Català-Illetes;2.5916138755532216;39.53963559850361
SANTANYÍ;GELDMAN DEVELOPMENT, SL (B57987752);Alta;2 estrelles;RESIDENCIA SANTIAGO MALLORCA;4353379.96751;BERNAREGGI, 37 planta BJS. 07659 Cala Figuera, SANTANYÍ, Mallorca;514388.706205;22/03/1967;H/1598;;;;Allotjaments;;Hotel;22;43;Cala Figuera;3.166944701863077;39.329717100881226
PALMA;BE LIVE HOTELS, SLU (B38674792);Alta;4 estrelles;BE LIVE ADULTS ONLY LA CALA;4378262.62555;GAVINA, 4. 07015 Cala Major, PALMA, Mallorca;466094.388778;12/05/1956;H/16;;;;Allotjaments;;Hotel;70;126;Cala Major;2.605351042733394;39.553376262902894
LLUCMAJOR;CARIBBEAN SA (A07016447);Alta;4 estrelles;IPANEMA BEACH;;Carrer ANTONI MARIA ALCOVER, 8. 07620 Arenal (L), LLUCMAJOR, Mallorca;;14/03/1968;H/1602;;;;Allotjaments;;Hotel;190;363;Arenal (L);;
LLUCMAJOR;ARENALINE S.L (B57933160);Alta;3 estrelles;AZULINE HOTEL BAHAMAS II;4371915.62799;Avinguda EUROPA, 19. 07600 Arenal (L), LLUCMAJOR, Mallorca;478992.705051;01/01/1967;H/1604;;;;Allotjaments;;Hotel;106;194;Arenal (L);2.755681552620227;39.4965996998519
PALMA;NENECAU HOTELS S.L. (B57476509);Alta;1 estrella;SB Arenal;4373197.33251;Carrer DE GERMA BIANOR, 16. 07600 Platja De Palma, PALMA, Mallorca;478654.156605;24/04/1967;H/1607;;;;Allotjaments;;Hostal residència;19;38;Platja De Palma;2.7517031187821424;39.50814014927606
SES SALINES;PORT COLONIA SL (B07266729);Alta;3 estrelles;LEMAR GARDEN;4352242.79054;DE LA ROSA, 14. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;499620.30809;15/05/1967;H/1608;;;;Allotjaments;;Hotel;32;60;Colònia De Sant Jordi;2.995595265570667;39.3195897970796
SES SALINES;JAHISOMTOTS, SL (B57683302);Alta;1 estrella;DORIS;4352025.5867;ESTANQUES 56, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;499422.548656;09/05/1967;H/1609;;;;Allotjaments;;Hostal;16;31;Colònia De Sant Jordi;2.9933012822514717;39.31763249359761
SANT LLORENÇ DES CARDASSAR;TURISTICAS GIRASOL SL (B07283070);Alta;4 estrelles;GIRASOL;4383306.97291;DOFÍ, 8. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;532835.522111;01/01/1967;H/1612;;;;Allotjaments;;Hotel;166;324;Cala Millor;3.3824434616259853;39.59886877826869
CAPDEPERA;ANTONIO CASTILLO MARQUES;Alta;3 estrelles;AMOROS;4395829.55427;SES LLEGITIMES, 37. 07590 Cala Rajada, CAPDEPERA, Mallorca;539416.41952;11/05/1967;H/1613;;;;Allotjaments;;Hotel;80;159;Cala Rajada;3.459837694366632;39.71142029804171
CAPDEPERA;HOTEL CALA LLITERAS SA (A07034523);Alta;4 estrelles;CALA LLITERAS;4396650.84512;CALA LLITERAS, 9. 07590 Cala Rajada, CAPDEPERA, Mallorca;539630.133683;01/01/1967;H/1614;;;;Allotjaments;;Hotel;208;395;Cala Rajada;3.4623802446303076;39.718810188984904
CAPDEPERA;HOTEL CALA GAT SL (B07660822);Alta;4 estrelles;CALA GAT;4394795.02625;DES FAR, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;537146.723051;07/04/1967;H/1615;;;;Allotjaments;;Hotel;47;92;Cala Rajada;3.433301508955409;39.70220104496113
SON SERVERA;Kyrat Hoteles SL (B01836196);Alta;4 estrelles;AMÀRAC;4383498.59167;Carrer VINYA DEL MAR, 1. 07560 Cala Millor, SON SERVERA, Mallorca;533037.236053;01/01/1967;H/1616;;;;Allotjaments;;Hotel;59;111;Cala Millor;3.3848023785988444;39.60058754933994
SES SALINES;HOTELERA CABO BLANCO SA (A07269327);Alta;4 estrelles;CABO BLANCO;4352553.48556;CARAVEL·LA, 2. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;498701.180122;06/05/1967;H/1617;;;;Allotjaments;;Hotel;66;128;Colònia De Sant Jordi;2.9849320344817967;39.32238853438952
CALVIÀ;HOTELES BABILONIA SL (B07038193);Alta;4 estrelles;AGUA BEACH;4374898.07598;DE LA MAR, 26. 07181 Palmanova, CALVIÀ, Mallorca;460288.963285;22/05/1967;H/1622;;;;Allotjaments;;Hotel;109;210;Palmanova;2.5379809472326444;39.522811821217445
CALVIÀ;COMPAÑIA HOTELERA FLORIDA SA (A07014277);Alta;4 estrelles;FLORIDA;;Carrer TORRENOVA, 33. 07182 Magaluf, CALVIÀ, Mallorca;;03/05/1967;H/1623;;Regularització de places;0;Allotjaments;;Hotel;205;410;Magaluf;;
MANACOR;INVERSIONES ULYSES, SL (B07693856);Alta;4 estrelles;CASTELL DELS HAMS;;Carretera PORTOCRISTO-MANACOR, KM 10. 07680 Portocristo, MANACOR, Mallorca;;05/06/1967;H/1630;;;;Allotjaments;;Hotel;277;513;Portocristo;;
SANTA MARGALIDA;HOTELES FERRER SL (B07156458);Alta;4 estrelles;HOTEL&SPA FERRER CONCORD;4401243.46338;Carrer ISAAC PERAL, 82. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;514300.933063;08/06/1967;H/1632;;;;Allotjaments;;Hotel;148;288;Can Picafort;3.1669566157121873;39.76099127998158
PALMA;HOTELLERIE MANAGEMANT ALCE, SL (B57965394);Alta;1 estrella;ALCE;4374499.34009;Carrer PARCELAS, 14. 07610 Arenal (L), PALMA, Mallorca;477962.032505;24/05/1967;H/1633;;;;Allotjaments;;Hostal residència;38;76;Arenal (L);2.7436092187815317;39.519854376114466
PALMA;FONERS ROOMS SL (B16654394);Alta;3 estrelles;FONERS;4374256.75011;Carrer MISIO DE SANTA BARBARA, 8. 07610 Platja De Palma, PALMA, Mallorca;478170.000821;16/10/1967;H/1635;;;;Allotjaments;;Hotel;132;251;Platja De Palma;2.7460366702196874;39.51767383882596
MANACOR;GANAS DE VIAJAR, SLU (B06783120);Alta;3 estrelles;07 Colombo;4379206.69547;Carrer LLUÇ, S/N. 07687 LIllot-Cala Morlanda, MANACOR, Mallorca;531983.697789;15/06/1967;H/1639;;;;Allotjaments;;Hotel;148;285;LIllot-Cala Morlanda;3.3723245177925403;39.56195642152228
PALMA;MANEMAR SA (A07259401);Alta;;LAS MARGARITAS;4372941.99054;DIDO, 12. 07600 Platja De Palma, PALMA, Mallorca;478966.28361;18/07/1967;H/1642;;;;Allotjaments;;Casa dhostes;20;40;Platja De Palma;2.7553418469845785;39.50584709061343
LLUCMAJOR;MEDITERRANEO SUN BALEARES SL (B57274086);Alta;1 estrella;LA MARINETA;4372690.50962;Carrer TRENCADORS, 1. 07620 Arenal (L), LLUCMAJOR, Mallorca;478880.606553;28/03/1967;H/1644;;;;Allotjaments;;Hostal;23;45;Arenal (L);2.754353262542481;39.50357902266972
PALMA;EXPLOTACIONES HOTELERAS MIRALLES, SL (B16635963);Alta;4 estrelles;SEASUN ANIRAM;4375637.46619;Carrer ALBATROS, 11. 07600 Platja De Palma, PALMA, Mallorca;476961.28872;29/05/1967;H/1645;;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;0;Allotjaments;;Hotel;40;80;Platja De Palma;2.731927207403824;39.53008313728065
POLLENÇA;ANTONIO MAURA 38,SL (B16555575);Alta;3 estrelles;BOUTIQUE HOTEL ORIOLA;4418647.24789;Carrer TORRENT DE CAN BOTANA, 35. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;504718.05076;06/07/1967;H/1647;;;;Allotjaments;;Hotel;23;44;Cala Sant Vicenç;3.055206524028971;39.91790723434786
POLLENÇA;MC HOTELES, SL (B57750986);Alta;4 estrelles;MAR CALMA;4414151.6686;FORMENTOR (CANTONADA C. ECÒNOM TORRES), S/N. 07470 POLLENÇA, Mallorca;501373.529538;06/07/1967;H/1648;;;;Allotjaments;;Hotel;20;39;Port De Pollença;3.016062391593701;39.877414263023084
CALVIÀ;LA FORTALEZA SANTA PONSA, S.L. (B44751527);Alta;3 estrelles;PLAYAS DEL REY;4373831.26467;Avinguda JAUME I, 76. 07180 Santa Ponça, CALVIÀ, Mallorca;455103.60436;25/08/1968;H/1650;;;;Allotjaments;;Hotel;64;120;Santa Ponça;2.4777259663274616;39.51294424535246
SES SALINES;COMPAÑIA HOTELERA SANT JORDI SA (A07015597);Alta;4 estrelles;MARQUES;4352868.35005;MOLI DE SA SAL, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;498909.091039;07/07/1967;H/1652;;;;Allotjaments;;Hotel;191;383;Colònia De Sant Jordi;2.9873435546421043;39.325226019840834
SON SERVERA;SON LLUC SA (A07086515);Alta;2 estrelles;LA LUNA;4384877.20745;Carrer XALOC, S/N. 07559 Cala Bona, SON SERVERA, Mallorca;533627.9341;30/03/1967;H/1653;;;;Allotjaments;;Hotel;21;42;Cala Bona;3.391752398284441;39.61298617009103
SANT LLORENÇ DES CARDASSAR;JUMARI, SA (A07084940);Alta;4 estrelles;SAID;4383239.94741;BON TEMPS S/N, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;532747.885689;01/01/1969;H/1654;;;;Allotjaments;;Hotel;193;367;Cala Millor;3.3814194472708663;39.598268218362875
CALVIÀ;EXPLOTACIONES IBIMAR SL (B07986292);Alta;4 estrelles;REVERENCE LIFE HOTEL;4373845.05075;Carrer LISBOA, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;455355.747054;17/08/1967;H/1659;;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;0;Allotjaments;;Hotel;143;286;Santa Ponça;2.480658071832745;39.51308159998337
CALVIÀ;COMPAÑIA HOTELERA FLORIDA SA (A07014277);Alta;1 estrella;FLORIDITA;4373292.51704;Carrer LLEVANT, 6. 07182 Magaluf, CALVIÀ, Mallorca;459547.524699;06/07/1967;H/1662;;;0;Allotjaments;;Hostal residència;29;58;Magaluf;2.5294525443547675;39.508310726584604
PALMA;MARCOS DE COLONIA SL (B57742025);Alta;1 estrella;PLAYA DE PALMA;4373367.78171;FERRAN  ALZAMORA, 10. 07600 PALMA, Mallorca;478604.319604;12/08/1967;H/1674;;;;Allotjaments;;Hostal residència;19;34;Platja De Palma;2.7511179359941043;39.50967473929319
LLUCMAJOR;INVERSIONES SOLTUR, S.A. (A87509329);Alta;3 estrelles Superior;DON PEPE;4372568.40641;Carrer SAN CRISTOBAL, 43, S/N. 07600 Arenal (L), LLUCMAJOR, Mallorca;478870.959598;01/01/1967;H/1677;;;;Allotjaments;;Hotel;154;297;Arenal (L);2.75424493156506;39.50247857535366
LLUCMAJOR;ADAJA NETWORKS, SLU (B57805608);Alta;2 estrelles;VERIMAR;4372020.37267;Avinguda EUROPA, 7. 07600 Arenal (L), LLUCMAJOR, Mallorca;478939.213982;31/08/1967;H/1681;;;;Allotjaments;;Hostal residència;17;34;Arenal (L);2.7550561352146303;39.497542193273716
CAPDEPERA;NA TACONERA HOTEL SA (A07020514);Alta;4 estrelles;Na Taconera Sport & Relax;4391954.17313;Avinguda CANYAMEL, S/N. 07589 Font De La Cala, CAPDEPERA, Mallorca;538841.537494;29/08/1967;H/1682;;;0;Allotjaments;;Hotel;210;414;Font De La Cala;3.4529029864860816;39.67652949120558
PALMA;MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171);Alta;3 estrelles;SAHARA;4373172.16691;CANONGE MATEU ROTGER, S/N. 07600 PALMA, Mallorca;478931.25805;06/08/1979;H/1685;;;;Allotjaments;;Hotel;54;69;Platja De Palma;2.7549271578766583;39.507920234029775
SANTANYÍ;VIROT MARBLAU SL (B57495483);Alta;;MAR BLAU;4353329.60914;Carrer ESGLESIA, 24. 07659 Cala Figuera, SANTANYÍ, Mallorca;514602.665518;09/02/1968;H/1706;;;;Allotjaments;;Fonda;16;33;Cala Figuera;3.169426055804376;39.32925974457143
CALVIÀ;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);Alta;3 estrelles;PLAYA SANTA PONSA;4374216.57861;Carrer PUIG DES TEIX, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;455569.582807;04/04/1968;H/1710;;;;Allotjaments;;Hotel;209;380;Santa Ponça;2.4831206978690834;39.516440222220574
MURO;HOTEL LAS GAVIOTAS SL (B07027667);Alta;4 estrelles;LAS GAVIOTAS SUITES HOTEL & SPA;;DE LA ALBUFERA, 51;;17/06/1969;H/1716;;;;Allotjaments;;Hotel;164;391;Platja De Muro;;
POLLENÇA;HOTEL RESTAURANTE LA GOLETA, S.L. (B57852063);Alta;4 estrelles;LA GOLETA HOTEL DE MAR;4417025.57294;Carrer SARALEGUI, 118. 07470 Port De Pollença, POLLENÇA, Mallorca;506879.84256;06/07/1967;H/1723;;;;Allotjaments;;Hotel;28;56;Port De Pollença;3.0804848087217938;39.90328124921856
LLUCMAJOR;HOTELS & RESORTS BLUE SEA MANAGEMENT, SL (B57817215);Alta;3 estrelles;Hotel Blue Sea Mediodía;4372607.19803;Carrer SANT CRISTOFOL, 13. 07600 Arenal (L), LLUCMAJOR, Mallorca;478724.978074;01/01/1968;H/1725;;;;Allotjaments;;Hotel;178;339;Arenal (L);2.75254577359934;39.502824505670084
CALVIÀ;HOPI SA (A07263015);Alta;4 estrelles;CORAL PLAYA;4373454.23123;TORRENOVA, 41. 07181 Magaluf, CALVIÀ, Mallorca;460624.488068;01/01/1968;H/1726;;;;Allotjaments;;Hotel;184;358;Magaluf;2.5419699482920106;39.5098178426006
LLUCMAJOR;FERGUSDOR S.L. (B57813610);Alta;4 estrelles;TORRE AZUL & SPA;4372172.66562;SANT BARTOMEU, 24. 07600 Arenal (L), LLUCMAJOR, Mallorca;478925.178152;01/01/1968;H/1729;;;;Allotjaments;;Hotel;133;253;Arenal (L);2.7548880757451952;39.49891408512364
CALVIÀ;JOHN PAGUERA SL (B07150386);Alta;1 estrella;Hostal Villa Sense;4381327.7053;Carrer TALAIA, 5. 07160 Peguera, CALVIÀ, Mallorca;454585.694735;06/04/1968;H/1730;;;;Allotjaments;;Hostal;8;15;Peguera;2.4711889754788414;39.580460887881166
CALVIÀ;INSTALACIONES HOTELERAS COLUMBUS SA (A07017023);Alta;2 estrelles;VILLA COLUMBUS;4376816.16447;PALMIRA, 12 planta BJS. 07160 Peguera, CALVIÀ, Mallorca;452774.097613;31/05/1968;H/1731;;;;Allotjaments;;Hostal residència;30;51;Peguera;2.450416282170725;39.53971367362993
CALVIÀ;CATALINA JAUME AMENGUAL;Alta;3 estrelles;SUTIMAR;4376721.32706;PALMIRA, 9, S/N. 07160 Peguera, CALVIÀ, Mallorca;452789.069889;03/05/1968;H/1732;;;;Allotjaments;;Hostal residència;18;36;Peguera;2.45059724908372;39.53886000226043
CAPDEPERA;INDUSTRIAS TURISTICAS LEVANTE MALLORQUIN SA (A07018963);Alta;3 estrelles;ALONDRA;4395829.55427;Carrer DES FARALLO, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;539416.41952;24/04/1968;H/1736;;;;Allotjaments;;Hotel;160;290;Cala Rajada;3.459837694366632;39.71142029804171
LLUCMAJOR;HOTEL LUNA PARK, SL (B07042823);Alta;3 estrelles;LUNA;4372030.16932;Carrer MOSSEN ANTONI MARIA ALCOVER, 8. 07600 Arenal (L), LLUCMAJOR, Mallorca;478832.320373;01/04/1968;H/1738;;;0;Allotjaments;;Hotel;221;421;Arenal (L);2.753812626752859;39.49762784036115
PALMA;ISABEL FERNANDA SIRI CARVALLO;Alta;1 estrella;MAR DEL PLATA;4373011.15131;MILITAR, 252. 07600 PALMA, Mallorca;478829.205142;26/04/1968;H/1739;;;;Allotjaments;;Hostal residència;15;30;Platja De Palma;2.7537452038130747;39.50646689677245
PALMA;Mateo Jaume Ponseti;Alta;1 estrella;JAIME JAUME;4381466.8296;FRA LLUIS JAUME, 62. 07004 PALMA, Mallorca;470396.11775;01/01/1949;H/174;;;;Allotjaments;;Hostal residència;30;51;Palma;2.6552777530254517;39.58240636903767
